name,state,item,item_num,ans_ind,ans_text,states_lived
anon382,michigan,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",michigan
anon382,michigan,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",michigan
anon382,michigan,"the vowel in the second syllable of ""cauliflower""",5,a,"[i:] as in ""see""",michigan
anon383,utah,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,utah
anon383,utah,Do you use the word cruller?,86,c,I have no idea what this means,utah
anon383,utah,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,utah
anon383,utah,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",utah
anon383,utah,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,utah
anon383,utah,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,utah
anon383,utah,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,e,crawdad,utah
anon383,utah,What do you call the thing from which you might drink water in a school?,103,c,drinking fountain,utah
anon383,utah,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,utah
anon383,utah,What is your generic term for a sweetened carbonated beverage?,105,j,other,utah
anon383,utah,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,utah
anon383,utah,What word(s) do you use to address a group of two or more people?,50,d,you guys,utah
anon383,utah,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,utah
anon383,utah,Which of these terms do you prefer for the small road parallel to the highway?,99,a,frontage road,utah
anon383,utah,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,utah
anon383,utah,caramel,4,a,"with 2 syllables (""car-ml"")",utah
anon383,utah,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",utah
anon383,utah,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",utah
anon383,utah,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",utah
anon383,utah,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",utah
anon384,texas,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,texas
anon384,texas,Do you use the word cruller?,86,c,I have no idea what this means,texas
anon384,texas,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,texas
anon384,texas,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",texas
anon384,texas,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,texas
anon384,texas,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,texas
anon384,texas,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,texas
anon384,texas,What do you call the thing from which you might drink water in a school?,103,d,water fountain,texas
anon384,texas,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,texas
anon384,texas,What is your generic term for a sweetened carbonated beverage?,105,c,coke,texas
anon384,texas,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,d,catty-corner,texas
anon384,texas,What word(s) do you use to address a group of two or more people?,50,g,you,texas
anon384,texas,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,texas
anon384,texas,Which of these terms do you prefer for the small road parallel to the highway?,99,c,access road,texas
anon384,texas,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,texas
anon384,texas,caramel,4,a,"with 2 syllables (""car-ml"")",texas
anon384,texas,lawyer,14,b,"with [] as in ""saw"" (""law-yer"")",texas
anon384,texas,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",texas
anon384,texas,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",texas
anon384,texas,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",texas
anon385,new york,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,new york
anon385,new york,Do you use the word cruller?,86,b,"no, but I know what it means",new york
anon385,new york,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,new york
anon385,new york,What do you call paper that has already been used for something or is otherwise imperfect?,78,b,scrap paper,new york
anon385,new york,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,new york
anon385,new york,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,new york
anon385,new york,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,new york
anon385,new york,What do you call the thing from which you might drink water in a school?,103,d,water fountain,new york
anon385,new york,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,new york
anon385,new york,What is your generic term for a sweetened carbonated beverage?,105,a,soda,new york
anon385,new york,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,d,catty-corner,new york
anon385,new york,What word(s) do you use to address a group of two or more people?,50,d,you guys,new york
anon385,new york,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,new york
anon385,new york,Which of these terms do you prefer for the small road parallel to the highway?,99,b,service road,new york
anon385,new york,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,new york
anon385,new york,caramel,4,b,"with 3 syllables (""carra-mel"")",new york
anon385,new york,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",new york
anon385,new york,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",new york
anon385,new york,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",new york
anon385,new york,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",new york
anon386,california,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,california
anon386,california,Do you use the word cruller?,86,c,I have no idea what this means,california
anon386,california,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,california
anon386,california,What do you call paper that has already been used for something or is otherwise imperfect?,78,a,scratch paper,california
anon386,california,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,california
anon386,california,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,california
anon386,california,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,b,crayfish,california
anon386,california,What do you call the thing from which you might drink water in a school?,103,d,water fountain,california
anon386,california,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,california
anon386,california,What is your generic term for a sweetened carbonated beverage?,105,a,soda,california
anon386,california,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,california
anon386,california,What word(s) do you use to address a group of two or more people?,50,i,y'all,california
anon386,california,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,california
anon386,california,Which of these terms do you prefer for the small road parallel to the highway?,99,a,frontage road,california
anon386,california,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,california
anon386,california,caramel,4,b,"with 3 syllables (""carra-mel"")",california
anon386,california,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",california
anon386,california,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",california
anon386,california,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",california
anon386,california,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",california
anon387,florida,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,florida
anon387,florida,Do you use the word cruller?,86,a,yes,florida
anon387,florida,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,florida
anon387,florida,What do you call paper that has already been used for something or is otherwise imperfect?,78,b,scrap paper,florida
anon387,florida,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,florida
anon387,florida,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,florida
anon387,florida,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,b,crayfish,florida
anon387,florida,What do you call the thing from which you might drink water in a school?,103,c,drinking fountain,florida
anon387,florida,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,florida
anon387,florida,What is your generic term for a sweetened carbonated beverage?,105,a,soda,florida
anon387,florida,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,g,"I can only use ""diagonal"" for this",florida
anon387,florida,What word(s) do you use to address a group of two or more people?,50,i,y'all,florida
anon387,florida,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,florida
anon387,florida,Which of these terms do you prefer for the small road parallel to the highway?,99,b,service road,florida
anon387,florida,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,a,yes,florida
anon387,florida,caramel,4,e,other,florida
anon387,florida,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",florida
anon387,florida,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",florida
anon387,florida,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",florida
anon387,florida,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",florida
anon388,new hampshire,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,new hampshire
anon388,new hampshire,Do you use the word cruller?,86,a,yes,new hampshire
anon388,new hampshire,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,new hampshire
anon388,new hampshire,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",new hampshire
anon388,new hampshire,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,new hampshire
anon388,new hampshire,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,new hampshire
anon388,new hampshire,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,new hampshire
anon388,new hampshire,What do you call the thing from which you might drink water in a school?,103,d,water fountain,new hampshire
anon388,new hampshire,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,k,other,new hampshire
anon388,new hampshire,What is your generic term for a sweetened carbonated beverage?,105,a,soda,new hampshire
anon388,new hampshire,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,new hampshire
anon388,new hampshire,What word(s) do you use to address a group of two or more people?,50,g,you,new hampshire
anon388,new hampshire,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,new hampshire
anon388,new hampshire,Which of these terms do you prefer for the small road parallel to the highway?,99,f,we have them but I have no word for them,new hampshire
anon388,new hampshire,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,a,yes,new hampshire
anon388,new hampshire,caramel,4,a,"with 2 syllables (""car-ml"")",new hampshire
anon388,new hampshire,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",new hampshire
anon388,new hampshire,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",new hampshire
anon388,new hampshire,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",new hampshire
anon388,new hampshire,"the vowel in the second syllable of ""cauliflower""",5,c,other,new hampshire
anon389,new york,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,new york
anon389,new york,Do you use the word cruller?,86,b,"no, but I know what it means",new york
anon389,new york,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,new york
anon389,new york,What do you call paper that has already been used for something or is otherwise imperfect?,78,b,scrap paper,new york
anon389,new york,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,new york
anon389,new york,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,new york
anon389,new york,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,new york
anon389,new york,What do you call the thing from which you might drink water in a school?,103,d,water fountain,new york
anon389,new york,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,new york
anon389,new york,What is your generic term for a sweetened carbonated beverage?,105,b,pop,new york
anon389,new york,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,i,other,new york
anon389,new york,What word(s) do you use to address a group of two or more people?,50,a,you all,new york
anon389,new york,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,new york
anon389,new york,Which of these terms do you prefer for the small road parallel to the highway?,99,b,service road,new york
anon389,new york,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,new york
anon389,new york,caramel,4,b,"with 3 syllables (""carra-mel"")",new york
anon389,new york,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",new york
anon389,new york,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",new york
anon389,new york,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",new york
anon389,new york,"the vowel in the second syllable of ""cauliflower""",5,a,"[i:] as in ""see""",new york
anon39,florida,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,florida
anon39,florida,Do you use the word cruller?,86,b,"no, but I know what it means",florida
anon39,florida,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,florida
anon39,florida,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",florida
anon39,florida,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,florida
anon39,florida,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,florida
anon39,florida,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,h,other,florida
anon39,florida,What do you call the thing from which you might drink water in a school?,103,d,water fountain,florida
anon39,florida,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,florida
anon39,florida,What is your generic term for a sweetened carbonated beverage?,105,a,soda,florida
anon39,florida,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,florida
anon39,florida,What word(s) do you use to address a group of two or more people?,50,d,you guys,florida
anon39,florida,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,florida
anon39,florida,Which of these terms do you prefer for the small road parallel to the highway?,99,b,service road,florida
anon39,florida,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,florida
anon39,florida,caramel,4,b,"with 3 syllables (""carra-mel"")",florida
anon39,florida,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",florida
anon39,florida,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",florida
anon39,florida,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",florida
anon39,florida,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",florida
anon390,maryland,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,maryland
anon390,maryland,Do you use the word cruller?,86,a,yes,maryland
anon390,maryland,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,maryland
anon390,maryland,What do you call paper that has already been used for something or is otherwise imperfect?,78,b,scrap paper,maryland
anon390,maryland,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,maryland
anon390,maryland,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,maryland
anon390,maryland,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,b,crayfish,maryland
anon390,maryland,What do you call the thing from which you might drink water in a school?,103,d,water fountain,maryland
anon390,maryland,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,maryland
anon390,maryland,What is your generic term for a sweetened carbonated beverage?,105,a,soda,maryland
anon390,maryland,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,maryland
anon390,maryland,What word(s) do you use to address a group of two or more people?,50,d,you guys,maryland
anon390,maryland,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,maryland
anon390,maryland,Which of these terms do you prefer for the small road parallel to the highway?,99,b,service road,maryland
anon390,maryland,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,maryland
anon390,maryland,caramel,4,a,"with 2 syllables (""car-ml"")",maryland
anon390,maryland,lawyer,14,b,"with [] as in ""saw"" (""law-yer"")",maryland
anon390,maryland,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",maryland
anon390,maryland,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",maryland
anon390,maryland,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",maryland
anon391,colorado,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,colorado
anon391,colorado,Do you use the word cruller?,86,a,yes,colorado
anon391,colorado,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,colorado
anon391,colorado,What do you call paper that has already been used for something or is otherwise imperfect?,78,a,scratch paper,colorado
anon391,colorado,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,colorado
anon391,colorado,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,colorado
anon391,colorado,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,g,I have no word for this critter,colorado
anon391,colorado,What do you call the thing from which you might drink water in a school?,103,d,water fountain,colorado
anon391,colorado,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,colorado
anon391,colorado,What is your generic term for a sweetened carbonated beverage?,105,b,pop,colorado
anon391,colorado,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,colorado
anon391,colorado,What word(s) do you use to address a group of two or more people?,50,d,you guys,colorado
anon391,colorado,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,colorado
anon391,colorado,Which of these terms do you prefer for the small road parallel to the highway?,99,a,frontage road,colorado
anon391,colorado,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,colorado
anon391,colorado,caramel,4,a,"with 2 syllables (""car-ml"")",colorado
anon391,colorado,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",colorado
anon391,colorado,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",colorado
anon391,colorado,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",colorado
anon391,colorado,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",colorado
anon392,california,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,california
anon392,california,Do you use the word cruller?,86,c,I have no idea what this means,california
anon392,california,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,california
anon392,california,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",california
anon392,california,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,california
anon392,california,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,c,I use lightning bug and firefly interchangeably,california
anon392,california,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,e,crawdad,california
anon392,california,What do you call the thing from which you might drink water in a school?,103,c,drinking fountain,california
anon392,california,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,california
anon392,california,What is your generic term for a sweetened carbonated beverage?,105,a,soda,california
anon392,california,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,california
anon392,california,What word(s) do you use to address a group of two or more people?,50,a,you all,california
anon392,california,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,california
anon392,california,Which of these terms do you prefer for the small road parallel to the highway?,99,h,other,california
anon392,california,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,california
anon392,california,caramel,4,b,"with 3 syllables (""carra-mel"")",california
anon392,california,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",california
anon392,california,"the ""c"" in ""grocery""",36,c,other,california
anon392,california,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",california
anon392,california,"the vowel in the second syllable of ""cauliflower""",5,a,"[i:] as in ""see""",california
anon393,florida,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,florida
anon393,florida,Do you use the word cruller?,86,c,I have no idea what this means,florida
anon393,florida,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,florida
anon393,florida,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",florida
anon393,florida,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,florida
anon393,florida,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,a,lightning bug,florida
anon393,florida,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,florida
anon393,florida,What do you call the thing from which you might drink water in a school?,103,d,water fountain,florida
anon393,florida,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,florida
anon393,florida,What is your generic term for a sweetened carbonated beverage?,105,a,soda,florida
anon393,florida,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,g,"I can only use ""diagonal"" for this",florida
anon393,florida,What word(s) do you use to address a group of two or more people?,50,d,you guys,florida
anon393,florida,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,florida
anon393,florida,Which of these terms do you prefer for the small road parallel to the highway?,99,a,frontage road,florida
anon393,florida,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,florida
anon393,florida,caramel,4,a,"with 2 syllables (""car-ml"")",florida
anon393,florida,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",florida
anon393,florida,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",florida
anon393,florida,"the second vowel in ""pajamas""",20,b,"[] as in ""father""",florida
anon393,florida,"the vowel in the second syllable of ""cauliflower""",5,a,"[i:] as in ""see""",florida
anon394,new york,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,new york
anon394,new york,Do you use the word cruller?,86,a,yes,new york
anon394,new york,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,new york
anon394,new york,What do you call paper that has already been used for something or is otherwise imperfect?,78,b,scrap paper,new york
anon394,new york,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,new york
anon394,new york,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,new york
anon394,new york,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,g,I have no word for this critter,new york
anon394,new york,What do you call the thing from which you might drink water in a school?,103,d,water fountain,new york
anon394,new york,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,a,sneakers,new york
anon394,new york,What is your generic term for a sweetened carbonated beverage?,105,a,soda,new york
anon394,new york,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,new york
anon394,new york,What word(s) do you use to address a group of two or more people?,50,g,you,new york
anon394,new york,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,b,yard sale,new york
anon394,new york,Which of these terms do you prefer for the small road parallel to the highway?,99,b,service road,new york
anon394,new york,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,new york
anon394,new york,caramel,4,b,"with 3 syllables (""carra-mel"")",new york
anon394,new york,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",new york
anon394,new york,"the ""c"" in ""grocery""",36,a,"[s] as in ""sock""",new york
anon394,new york,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",new york
anon394,new york,"the vowel in the second syllable of ""cauliflower""",5,a,"[i:] as in ""see""",new york
anon395,california,"Do you pronounce ""cot"" and ""caught"" the same?",28,a,different,california
anon395,california,Do you use the word cruller?,86,c,I have no idea what this means,california
anon395,california,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,b,unacceptable,california
anon395,california,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",california
anon395,california,What do you call the act of covering a house or area in front of a house with toilet paper?,106,c,toilet papering,california
anon395,california,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,california
anon395,california,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,california
anon395,california,What do you call the thing from which you might drink water in a school?,103,d,water fountain,california
anon395,california,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,c,gymshoes,california
anon395,california,What is your generic term for a sweetened carbonated beverage?,105,a,soda,california
anon395,california,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,a,kitty-corner,california
anon395,california,What word(s) do you use to address a group of two or more people?,50,d,you guys,california
anon395,california,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,c,garage sale,california
anon395,california,Which of these terms do you prefer for the small road parallel to the highway?,99,b,service road,california
anon395,california,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",51,b,no,california
anon395,california,caramel,4,a,"with 2 syllables (""car-ml"")",california
anon395,california,lawyer,14,a,"with [j] as in ""boy"" (""loyer"")",california
anon395,california,"the ""c"" in ""grocery""",36,b,"[] as in ""shock""",california
anon395,california,"the second vowel in ""pajamas""",20,a,"[] as in ""jam""",california
anon395,california,"the vowel in the second syllable of ""cauliflower""",5,b,"[] as in ""sit""",california
anon396,california,"Do you pronounce ""cot"" and ""caught"" the same?",28,b,same,california
anon396,california,Do you use the word cruller?,86,b,"no, but I know what it means",california
anon396,california,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,56,a,acceptable,california
anon396,california,What do you call paper that has already been used for something or is otherwise imperfect?,78,c,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",california
anon396,california,What do you call the act of covering a house or area in front of a house with toilet paper?,106,a,tp'ing,california
anon396,california,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,65,b,firefly,california
anon396,california,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,66,a,crawfish,california
anon396,california,What do you call the thing from which you might drink water in a school?,103,c,drinking fountain,california
anon396,california,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",73,f,tennis shoes,california
anon396,california,What is your generic term for a sweetened carbonated beverage?,105,a,soda,california
anon396,california,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,76,g,"I can only use ""diagonal"" for this",california
anon396,california,What word(s) do you use to address a group of two or more people?,50,d,you guys,california
anon396,california,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",58,m,other,california
