state,district,candidate,party,votes,prop,winner,year
Georgia,11,"Broady, Flynn D., Jr.",D,118653,0.38208604366587234,0,2018
Georgia,12,"Allen, Rick W.",R,148986,0.594773485779985,1,2018
Georgia,12,"Johnson, Francys",D,101503,0.40521453778963,0,2018
Georgia,12,"Brown, Brian Russell",W,3,1.1976430385002316e-5,0,2018
Georgia,13,"Scott, David",D,223157,0.7616019931060374,1,2018
Georgia,13,"Callahan, David",R,69760,0.2380806115832224,0,2018
Georgia,13,"Cowen, Martin",W,93,3.1739531074024776e-4,0,2018
Georgia,14,"Graves, Tom",R,175743,0.7650180216259511,1,2018
Georgia,14,"Foster, Steven Lamar",D,53981,0.23498197837404886,0,2018
Guam,0,"San Nicolas, Michael F.Q.",D,19193,0.5485281509002572,1,2018
Guam,0,"Brooks, Doris Flores",R,15398,0.4400685910260074,0,2018
Hawaii,1,"Case, Ed",D,134650,0.7309552632578945,1,2018
Hawaii,1,"Cavasso, Cam",R,42498,0.2307028353355663,0,2018
Hawaii,1,"Tippens, Michelle Rose",LIB,3498,0.018989094028043926,0,2018
Hawaii,1,"Burd, Zachary B.",GRE,2214,0.012018826237303961,0,2018
Hawaii,1,"Griffin, Calvin C. (G)",N,1351,0.007333981141191351,0,2018
Hawaii,2,"Gabbard, Tulsi",D,153271,0.7736231898688175,1,2018
Hawaii,2,"Evans, Brian",R,44850,0.22637681013118247,0,2018
Idaho,1,"Fulcher, Russ",R,197719,0.6275419035195465,1,2018
Idaho,1,"McNeil, Cristina",D,96922,0.3076215051306222,0,2018
Idaho,1,"Fleming, Natalie M.",IND,6188,0.019640142318031923,0,2018
Idaho,1,"Howard, W. Scott",LIB,5435,0.017250189640999274,0,2018
Idaho,1,"Farmer, Paul",IND,4479,0.014215933652628472,0,2018
Idaho,1,"Pro-Life (a person, formerly known as Marvin Richardson)",CON,3181,0.010096201149589454,0,2018
Idaho,1,"Counsil, Gordon",IND,1054,0.0033452989662581846,0,2018
Idaho,1,"Rath, Michael J.",W,91,2.8882562232399885e-4,0,2018
Idaho,2,"Simpson, Mike",R,170274,0.6067021788316617,1,2018
Idaho,2,"Swisher, Aaron",D,110381,0.39329782116833834,0,2018
Illinois,1,"Rush, Bobby L.",D,189560,0.735056323555073,1,2018
Illinois,1,"Tillman, Jimmy Lee, II",R,50960,0.19760746068984236,0,2018
Illinois,1,"Rudbeck, Thomas",IND,17365,0.06733621575508462,0,2018
Illinois,2,"Kelly, Robin",D,190684,0.8105555343016608,1,2018
Illinois,2,"Merkle, David",R,44567,0.18944446569833923,0,2018
Illinois,3,"Lipinski, Daniel William",D,163053,0.7300858803406557,1,2018
Illinois,3,"Jones, Arthur J.",R,57885,0.25918579347524334,0,2018
Illinois,3,"Hanson, Justin",W,1353,0.006058190871072027,0,2018
Illinois,3,"Yerkes, Kenneth",W,1039,0.0046522249187315855,0,2018
Illinois,3,"Mayers, Richard",W,4,1.7910394297330456e-5,0,2018
Illinois,4,"Garcia, Jesus ""Chuy""",D,143895,0.865851530486374,1,2018
Illinois,4,"Lorch, Mark Wayne",R,22294,0.13414846951362605,0,2018
Illinois,5,"Quigley, Mike",D,213992,0.7666364538514174,1,2018
Illinois,5,"Hanson, Tom",R,65134,0.2333456334122688,0,2018
Illinois,5,"Rowder, Frank",W,5,1.791273631377382e-5,0,2018
Illinois,6,"Casten, Sean",D,169001,0.5357525535273866,1,2018
Illinois,6,"Roskam, Peter J.",R,146445,0.4642474464726134,0,2018
Illinois,7,"Davis, Danny K.",D,215746,0.8761507941342495,1,2018
Illinois,7,"Cameron, Craig",R,30497,0.1238492058657505,0,2018
Illinois,8,"Krishnamoorthi, Raja",D,130054,0.6597472695267518,1,2018
Illinois,8,"Diganvker, Jitendra ""JD""",R,67073,0.3402527304732482,0,2018
Illinois,9,"Schakowsky, Janice D.",D,213368,0.7348622873694253,1,2018
Illinois,9,"Elleson, John D.",R,76983,0.26513771263057473,0,2018
Illinois,10,"Schneider, Brad",D,156540,0.6559011832534442,1,2018
Illinois,10,"Bennett, Douglas R.",R,82124,0.34409881674655585,0,2018
Illinois,11,"Foster, Bill",D,145407,0.6384080082541216,1,2018
Illinois,11,"Stella, Nick",R,82358,0.3615919917458784,0,2018
Illinois,12,"Bost, Mike",R,134884,0.5157239918483767,1,2018
Illinois,12,"Kelly, Brendan",D,118724,0.4539368287432659,0,2018
Illinois,12,"Auxier, Randy",GRE,7935,0.030339179408357324,0,2018
Illinois,13,"Davis, Rodney",R,136516,0.5037843981681372,1,2018
Illinois,13,"Londrigan, Betsy Dirksen",D,134458,0.49618976976245566,0,2018
Illinois,13,"Kuna, Thomas J.",W,7,2.58320694070802e-5,0,2018
Illinois,14,"Underwood, Lauren",D,156035,0.5250185902375176,1,2018
Illinois,14,"Hultgren, Randall M. ""Randy""",R,141164,0.4749814097624824,0,2018
Illinois,15,"Shimkus, John M.",R,181294,0.7092657506807298,1,2018
Illinois,15,"Gaither, Kevin",D,74309,0.2907146881161779,0,2018
Illinois,15,"Buckner, Tim E.",W,5,1.9561203092234986e-5,0,2018
Illinois,16,"Kinzinger, Adam",R,151254,0.5912401055408971,1,2018
Illinois,16,"Dady, Sara",D,104569,0.40875207661487345,0,2018
Illinois,16,"Stassi, John M.",W,2,7.817844229453728e-6,0,2018
Illinois,17,"Bustos, Cheri",D,142659,0.6209341498766044,1,2018
Illinois,17,"Fawell, William W. ""Bill""",R,87090,0.37906585012339555,0,2018
Illinois,18,"LaHood, Darin",R,195927,0.6723344531644093,1,2018
Illinois,18,"Rodriguez, Junius",D,95486,0.32766554683559074,0,2018
Indiana,1,"Visclosky, Peter J.",D,159611,0.6509181963141647,1,2018
Indiana,1,"Leyva, Mark",R,85594,0.3490654910708824,0,2018
Indiana,1,"Kleinman, Jonathan S.",W,4,1.6312614952958495e-5,0,2018
Indiana,2,"Walorski, Jackie",R,125499,0.5482963357784778,1,2018
Indiana,2,"Hall, Mel",D,103363,0.45158570311373636,0,2018
Indiana,2,"Wolf, Richard",W,27,1.1796110778587001e-4,0,2018
Indiana,3,"Banks, Jim",R,158927,0.6472629379686158,1,2018
Indiana,3,"Tritch, Courtney",D,86610,0.3527370620313843,0,2018
Indiana,4,"Baird, Jim",R,156539,0.6406002545393533,1,2018
Indiana,4,"Beck, Tobi",D,87824,0.3593997454606467,0,2018
Indiana,5,"Brooks, Susan W.",R,180035,0.5676168196306794,1,2018
Indiana,5,"Thornton, Dee",D,137142,0.4323831803693206,0,2018
Indiana,6,"Pence, Greg",R,154260,0.6381605619585812,1,2018
Indiana,6,"Lake, Jeannine Lee",D,79430,0.3285951862852982,0,2018
Indiana,6,"Ferkinhoff, Tom",LIB,8030,0.03321943026401794,0,2018
Indiana,6,"Miller, John",W,5,2.0684576752190498e-5,0,2018
Indiana,6,"Meloy, Heather Leigh",W,1,4.136915350438099e-6,0,2018
Indiana,7,"Carson, André D.",D,141139,0.6486286512619718,1,2018
Indiana,7,"Harmon, Wayne ""Gunny""",R,76457,0.3513713487380283,0,2018
Indiana,8,"Bucshon, Larry D.",R,157396,0.6442971701781891,1,2018
Indiana,8,"Tanoos, William",D,86895,0.3557028298218109,0,2018
Indiana,9,"Hollingsworth, Trey",R,153271,0.5648232428388752,1,2018
Indiana,9,"Watson, Liz",D,118090,0.43517675716112486,0,2018
Iowa,1,"Finkenauer, Abby",D,170342,0.5096352055241247,1,2018
Iowa,1,"Blum, Rod",R,153442,0.45907318926649177,0,2018
Iowa,1,"Hageman, Troy",LIB,10285,0.03077102587039968,0,2018
Iowa,2,"Loebsack, Dave",D,171446,0.5479030912745715,1,2018
Iowa,2,"Peters, Christopher",R,133287,0.42595545726767503,0,2018
Iowa,2,"Strauss, Mark David",LIB,6181,0.019753094310559164,0,2018
Iowa,2,"Clark, Daniel",NPA,1837,0.005870641360378124,0,2018
Iowa,3,"Axne, Cindy",D,175642,0.49304263125243863,1,2018
Iowa,3,"Young, David",R,167933,0.4714027863160052,0,2018
Iowa,3,"Holder, Bryan Jack",LIB,7267,0.020399111837211326,0,2018
Iowa,3,"Elworth, Mark, Jr.",LMN,2015,0.005656283246453946,0,2018
Iowa,3,"Knupp, Paul",GRE,1888,0.0052997830120620594,0,2018
Iowa,3,"Grandanette, Joe",NPA,1301,0.0036520220861720014,0,2018
Iowa,4,"King, Steve",R,157676,0.5033535407708196,1,2018
Iowa,4,"Scholten, J.D.",D,147246,0.4700575576773897,0,2018
Iowa,4,"Aldrich, Charles",LIB,6161,0.01966793402096083,0,2018
Iowa,4,"Peterson, Edward",NPA,1962,0.006263347922273193,0,2018
Kansas,1,"Marshall, Roger",R ,153082,0.6814547720797721,1,2018
Kansas,1,"LaPolice, Alan",D ,71558,0.31854522792022794,0,2018
Kansas,2,"Watkins, Steve",R ,126098,0.4764024058514175,1,2018
Kansas,2,"Davis, Paul",D ,123859,0.46794338995345464,0,2018
Kansas,2,"Standley, Kelly",LIB,14731,0.05565420419512785,0,2018
Kansas,3,"Davids, Sharice",D ,170518,0.5357130514827161,1,2018
Kansas,3,"Yoder, Kevin",R ,139762,0.43908753035648646,0,2018
Kansas,3,"Clemmons, Chris",LIB,8021,0.025199418160797484,0,2018
Kansas,4,"Estes, Ron",R ,144248,0.5943640731294269,1,2018
Kansas,4,"Thompson, James A.",D ,98445,0.4056359268705731,0,2018
Kentucky,1,"Comer, James R.",R,172167,0.6858805813175256,1,2018
Kentucky,1,"Walker, Paul",D,78849,0.31411941868247445,0,2018
Kentucky,2,"Guthrie, S. Brett",R,171700,0.6671977306728322,1,2018
Kentucky,2,"Linderman, Hank",D,79964,0.31072684528551164,0,2018
Kentucky,2,"Loecken, Thomas",IND,5681,0.022075424041656144,0,2018
Kentucky,3,"Yarmuth, John A.",D,173002,0.6207017795637199,1,2018
Kentucky,3,"Glisson, Vickie Yates B.",R,101930,0.3657075200918484,0,2018
Kentucky,3,"Boles, Gregory",LIB,3788,0.013590700344431687,0,2018
Kentucky,4,"Massie, Thomas",R,162946,0.622377889477946,1,2018
Kentucky,4,"Hall, Seth",D,90536,0.3458053870716392,0,2018
Kentucky,4,"Moffett, Mike",IND,8318,0.03177088903487999,0,2018
Kentucky,4,"Goodwin, David",W,12,4.583441553481124e-5,0,2018
Kentucky,5,"Rogers, Harold ""Hal""",R,172093,0.789355875917933,1,2018
Kentucky,5,"Stepp, Kenneth S.",D,45890,0.21048817294064223,0,2018
Kentucky,5,"Wilson, Billy Ray",W,34,1.559511414247513e-4,0,2018
Kentucky,6,"Barr, Andy",R,154468,0.5099838884340087,1,2018
Kentucky,6,"McGrath, Amy",D,144736,0.4778531998626555,0,2018
Kentucky,6,"Harris, Frank",LIB,2150,0.007098333377354006,0,2018
Kentucky,6,"Wallin, Rikka L.",IND,1011,0.0033378674625604184,0,2018
Kentucky,6,"Germalic, James",IND,523,0.0017267108634214628,0,2018
Louisiana,1,"Scalise, Steve",R,192555,0.714954051796157,1,2018
Louisiana,1,"Savoie, Tammy M.",D,44273,0.16438503666573842,0,2018
Louisiana,1,"Dugas, Lee Ann",D,18560,0.06891302329898821,0,2018
Louisiana,1,"Francis, ""Jim""",D,8688,0.03225842383737121,0,2018
Louisiana,1,"Kearney, Howard",LIB,2806,0.010418639190569016,0,2018
Louisiana,1,"Jones, Frederick ""Ferd""",IND,2443,0.009070825211176088,0,2018
Louisiana,2,"Richmond, Cedric",D,190182,0.8059174004796976,1,2018
Louisiana,2,"Schmidt, Jesse",NPA,20465,0.08672271613936657,0,2018
Louisiana,2,"Batiste, Belden ""Noonie Man""",IND,17260,0.07314117178428864,0,2018
Louisiana,2,"Rodriguez, Shawndra",NPA,8075,0.0342187115966472,0,2018
Louisiana,3,"Higgins, Clay",R,136876,0.5565354574027316,1,2018
Louisiana,3,"Methvin, Mildred ""Mimi""",D,43729,0.1778013604778343,0,2018
Louisiana,3,"Guillory, ""Josh""",R,31387,0.12761900115067312,0,2018
Louisiana,3,"Anderson, ""Rob""",D,13477,0.05479724976925548,0,2018
Louisiana,3,"Rader, Larry",D,9692,0.039407504990993845,0,2018
Louisiana,3,"Thomas, Verone",D,7815,0.03177565533477269,0,2018
Louisiana,3,"Andrus, Aaron J.",LIB,2967,0.012063770873739037,0,2018
Louisiana,4,"Johnson, ""Mike""",R,139326,0.6424342469290641,1,2018
Louisiana,4,"Trundle, Ryan",D,72934,0.3362997528496071,0,2018
Louisiana,4,"Halverson, Mark David",NPA,4612,0.02126600022132871,0,2018
Louisiana,5,"Abraham, Ralph",R,149018,0.6654193421628428,1,2018
Louisiana,5,"Fleenor, Jessee Carlton",D,67118,0.2997061791681923,0,2018
Louisiana,5,"Burkette, Billy",IND,4799,0.02142927312834344,0,2018
Louisiana,5,"Randol, Kyle",LIB,3011,0.0134452055406214,0,2018
Louisiana,6,"Graves, Garret",R,186553,0.6947323340471092,1,2018
Louisiana,6,"Dewitt, Justin",D,55089,0.2051540824876641,0,2018
Louisiana,6,"Saizan, ""Andie""",D,21627,0.08053998696583185,0,2018
Louisiana,6,"Graham, Devin Lance",IND,5256,0.019573596499394844,0,2018
Maine,1,"Pingree, Chellie",D,201195,0.5881983201433696,1,2018
Maine,1,"Holbrook, Mark I.",R,111188,0.32506073620169973,0,2018
Maine,1,"Grohman, Martin J.",IND,29670,0.08674094365493067,0,2018
Maine,2,"Golden, Jared F.",D,132013,0.4558082203132337,1,2018
Maine,2,"Poliquin, Bruce L.",R,134184,0.4633041460652432,0,2018
Maine,2,"Bond, Tiffany L.",IND,16552,0.0571499599480706,0,2018
Maine,2,"Hoar, William R.S.",IND,6875,0.023737673673452475,0,2018
Maryland,1,"Harris, Andy",R,183662,0.5998380069630878,1,2018
Maryland,1,"Colvin, Jesse",D,116631,0.3809155219376457,0,2018
Maryland,1,"Martin, Jenica",LIB,5744,0.018759838790800364,0,2018
Maryland,2,"Ruppersberger, C. A. Dutch",D,167201,0.6600855895334423,1,2018
Maryland,2,"Matory, Liz",R,77782,0.30707219050777335,0,2018
Maryland,2,"Carney, Michael",LIB,5215,0.020588072735311998,0,2018
Maryland,2,"Mimoun, Guy",GRE,2904,0.011464575881753796,0,2018
Maryland,3,"Sarbanes, John",D,202407,0.6910919147773832,1,2018
Maryland,3,"Anthony, Charles",R,82774,0.28262086861513247,0,2018
Maryland,3,"Lashar, David",LIB,7476,0.025525812619502868,0,2018
Maryland,4,"Brown, Anthony G.",D,209642,0.7805482848877255,1,2018
Maryland,4,"McDermott, George",R,53327,0.1985494242003403,0,2018
Maryland,4,"Bishop, Dave",LIB,5326,0.019829996686312985,0,2018
Maryland,5,"Hoyer, Steny H.",D,213796,0.702793145501941,1,2018
Maryland,5,"Devine, William A., III",R,82361,0.2707382095861727,0,2018
Maryland,5,"Elder, Patrick J.",GRE,4082,0.013418406424530504,0,2018
Maryland,5,"Pulcher, Jacob",LIB,3592,0.011807671699390879,0,2018
Maryland,5,"Rice, Johnny",W,99,3.254341587526996e-4,0,2018
Maryland,6,"Trone, David",D,163346,0.5895179801071155,1,2018
Maryland,6,"Hoeber, Amie",R,105209,0.37970074056964676,0,2018
Maryland,6,"Caldwell, Kevin T.",LIB,4972,0.017944016976801258,0,2018
Maryland,6,"Gluck, George",GRE,3275,0.01181952043423655,0,2018
Maryland,7,"Cummings, Elijah",D,202345,0.764402553738053,1,2018
Maryland,7,"Davis, Richmond",R,56266,0.21255713800007556,0,2018
Maryland,7,"Griggs, David R.",LIB,5827,0.02201276869026482,0,2018
Maryland,8,"Raskin, Jamie",D,217679,0.6816741302101275,1,2018
Maryland,8,"Walsh, John",R,96525,0.30227351016190146,0,2018
Maryland,8,"Wunder, Jasen",LIB,4853,0.015197444649735383,0,2018
Massachusetts,1,"Neal, Richard E.",D,211790,0.9764407561088059,1,2018
Massachusetts,1,All Others,W,5110,0.023559243891194098,0,2018
Massachusetts,2,"McGovern, James P.",D,191332,0.6715924926200363,1,2018
Massachusetts,2,"Lovvorn, Tracy Lyn",R,93391,0.3278107921219546,0,2018
Massachusetts,2,All Others,W,170,5.967152580091473e-4,0,2018
Massachusetts,3,"Trahan, Lori Loureiro",D,173175,0.6199722905411936,1,2018
Massachusetts,3,"Green, Rick",R,93445,0.3345362245683375,0,2018
Massachusetts,3,"Mullen, Michael P.",U,12572,0.045008180376404715,0,2018
Massachusetts,3,All Others,W,135,4.8330451406416135e-4,0,2018
Massachusetts,4,"Kennedy, Joseph P., III",D,245289,0.9771847212926666,1,2018
Massachusetts,4,All Others,W,5727,0.022815278707333398,0,2018
Massachusetts,5,"Clark, Katherine M.",D,236243,0.7588332412534852,1,2018
Massachusetts,5,"Hugo, John",R,74856,0.24044403900759337,0,2018
Massachusetts,5,All Others,W,225,7.227197389215094e-4,0,2018
Massachusetts,6,"Moulton, Seth",D,217703,0.6518541807021484,1,2018
Massachusetts,6,"Schneider, Joseph S.",R,104798,0.3137899543378995,0,2018
Massachusetts,6,"Charbonneau, Mary Jean",U,11309,0.03386181600419193,0,2018
Massachusetts,6,All Others,W,165,4.940489557601617e-4,0,2018
Massachusetts,7,"Pressley, Ayanna S.",D,216559,0.9825235582616113,1,2018
Massachusetts,7,All Others,W,3852,0.017476441738388738,0,2018
Massachusetts,8,"Lynch, Stephen F.",D,259159,0.9842465259184147,1,2018
Massachusetts,8,All Others,W,4148,0.015753474081585374,0,2018
Massachusetts,9,"Keating, Bill",D,192347,0.5937955348102048,1,2018
Massachusetts,9,"Tedeschi, Peter D.",R,131463,0.40584018670815736,0,2018
Massachusetts,9,All Others,W,118,3.642784816378948e-4,0,2018
Michigan,1,"Bergman, Jack",R,187251,0.5631659834524823,1,2018
Michigan,1,"Morgan, Matthew W.",D,145246,0.43683401654751775,0,2018
Michigan,2,"Huizenga, Bill",R,168970,0.5531602845516478,1,2018
Michigan,2,"Davidson, Rob",D,131254,0.429688702068663,0,2018
Michigan,2,"Graeser, Ronald E.",UST,5239,0.017151013379689193,0,2018
Michigan,3,"Amash, Justin",R,169107,0.5442073759413014,1,2018
Michigan,3,"Albro, Cathy",D,134185,0.43182403295359467,0,2018
Michigan,3,"Gerrard, Ted",UST,7445,0.02395893673167278,0,2018
Michigan,3,"Farrington, Joe",W,3,9.654373431164317e-6,0,2018
Michigan,4,"Moolenaar, John",R,178510,0.6262410103490615,1,2018
Michigan,4,"Hilliard, Jerry",D,106540,0.37375898965093846,0,2018
Michigan,5,"Kildee, Daniel T.",D,164502,0.595131198604986,1,2018
Michigan,5,"Wines, Travis",R,99265,0.3591184206242109,0,2018
Michigan,5,"Goodwin, Kathy",WC,12646,0.04575038077080311,0,2018
Michigan,6,"Upton, Fred",R,147436,0.5024434463157464,1,2018
Michigan,6,"Longjohn, Matt",D,134082,0.4569346846693339,0,2018
Michigan,6,"Young, Stephen J.",UST,11920,0.040621869014919675,0,2018
Michigan,7,"Walberg, Tim",R,158730,0.5379583813461669,1,2018
Michigan,7,"Driskell, Gretchen",D,136330,0.46204161865383314,0,2018
Michigan,8,"Slotkin, Elissa",D,172880,0.5060993638628426,1,2018
Michigan,8,"Bishop, Mike",R,159782,0.46775548679276213,0,2018
Michigan,8,"Ellison, Brian",LIB,6302,0.018448855802080253,0,2018
Michigan,8,"Lillis, David J.",UST,2629,0.0076962935423149775,0,2018
Michigan,9,"Levin, Andy",D,181734,0.5967041301799628,1,2018
Michigan,9,"Stearns, Candius",R,112123,0.3681438651444857,0,2018
Michigan,9,"Kirby, Andrea",WC,6797,0.02231722172424096,0,2018
Michigan,9,"McDermott, John V.",GRE,3909,0.012834782951310566,0,2018
Michigan,10,"Mitchell, Paul",R,182808,0.6031993242351451,1,2018
Michigan,10,"Bizon, Kimberly",D,106061,0.34996238418287884,0,2018
Michigan,10,"Peruski, Jeremy",NPA,11344,0.03743103766861125,0,2018
Michigan,10,"Mikkelson, Harley",GRE,2851,0.009407253913364834,0,2018
Michigan,11,"Stevens, Haley",D,181912,0.5184140256083625,1,2018
Michigan,11,"Epstein, Lena",R,158463,0.4515889096924774,0,2018
Michigan,11,"Schwartz, Leonard",LIB,5799,0.016526028708952097,0,2018
Michigan,11,"Nye, Cooper",NPA,4727,0.013471035990208064,0,2018
Michigan,12,"Dingell, Debbie",D,200588,0.680817844875572,1,2018
Michigan,12,"Jones, Jeff",R,85115,0.28888971856035406,0,2018
Michigan,12,"Walkowicz, Gary",WC,6712,0.022781269940399418,0,2018
Michigan,12,"Niemuth, Niles",NPA,2213,0.0075111666236745995,0,2018
Michigan,NA,"Tlaib, Rashida",D,165355,0.8423629259446049,1,2018
Michigan,NA,"Johnson, Sam",WC,22186,0.11302146215721934,0,2018
Michigan,NA,"Wilcoxon, D. Etta",GRE,7980,0.0406522702611832,0,2018
Michigan,NA,"Jones, Brenda",W,633,0.003224672565830697,0,2018
Michigan,NA,"Dudenhoefer, David Anthony",W,75,3.8207020922164655e-4,0,2018
Michigan,NA,"Pommerville, Jonathan Lee",W,61,3.107504368336059e-4,0,2018
Michigan,NA,"Simpson, DaNetta L.",W,3,1.528280836886586e-5,0,2018
Michigan,NA,"Conyers, John III",W,2,1.0188538912577242e-5,0,2018
Michigan,NA,"Kinniebrew, Royce",W,2,1.0188538912577242e-5,0,2018
Michigan,NA,"Casha, James S.",W,1,5.094269456288621e-6,0,2018
Michigan,NA,"Knott, Kimberly Hill",W,1,5.094269456288621e-6,0,2018
Michigan,NA,"Jones, Brenda",D,169330,0.8683901473386224,1,2018
Michigan,NA,"Sosnowski, Marc Joseph",UST,17302,0.08873139035760258,0,2018
Michigan,NA,"Wilcoxon, D. Etta",GRE,8319,0.04266306995635741,0,2018
Michigan,NA,"Dudenhoefer, David Anthony",W,36,1.8462201207222824e-4,0,2018
Michigan,NA,"Pommerville, Jonathan Lee",W,5,2.564194612114281e-5,0,2018
Michigan,NA,"Simpson, DaNetta L.",W,1,5.128389224228562e-6,0,2018
Michigan,14,"Lawrence, Brenda",D,214334,0.8088258602081556,1,2018
Michigan,14,"Herschfus, Marc S.",R,45899,0.17320769526857213,0,2018
Michigan,14,"Kolody, Philip",WC,4761,0.017966444523272226,0,2018
Minnesota,1,"Hagedorn, Jim",R,146200,0.5012668817565599,1,2018
Minnesota,1,"Feehan, Dan",DFL,144885,0.4967582227311845,0,2018
Minnesota,2,"Craig, Angie",DFL,177958,0.5265528097334659,1,2018
Minnesota,2,"Lewis, Jason",R,159344,0.4714765894995976,0,2018
Minnesota,3,"Phillips, Dean",DFL,202404,0.5561328647695144,1,2018
Minnesota,3,"Paulsen, Erik",R,160839,0.44192730300124466,0,2018
Minnesota,4,"McCollum, Betty",DFL,216865,0.6599384079801834,1,2018
Minnesota,4,"Ryan, Greg",R,97747,0.2974523300894058,0,2018
Minnesota,4,"Sindt, Susan Pendergast",LMN,13776,0.04192152495024558,0,2018
Minnesota,5,"Omar, Ilhan",DFL,267703,0.7796614612154078,1,2018
Minnesota,5,"Zielinski, Jennifer",R,74440,0.2167999580612655,0,2018
Minnesota,5,"Lester, Les",W,28,8.154753930300153e-5,0,2018
Minnesota,6,"Emmer, Tom",R,192931,0.6110709919360459,1,2018
Minnesota,6,"Todd, Ian",DFL,122332,0.387462546638541,0,2018
Minnesota,6,"Kern, A.J.",W,69,2.185439273293932e-4,0,2018
Minnesota,7,"Peterson, Collin C.",DFL,146672,0.5210206423240464,1,2018
Minnesota,7,"Hughes, Dave",R,134668,0.47837902162985907,0,2018
Minnesota,8,"Stauber, Pete",R,159364,0.5071878451104512,1,2018
Minnesota,8,"Radinovich, Joe",DFL,141950,0.45176648812422227,0,2018
Minnesota,8,"Sandman, Ray Skip",IDP,12741,0.040549185101731,0,2018
Mississippi,1,"Kelly, Trent",R,158245,0.6690526422600953,1,2018
Mississippi,1,"Wadkins, Randy Mack",D,76601,0.32386553413861774,0,2018
Mississippi,1,"Hill, Tracella Lou O'Hara",REF,1675,0.007081823601286989,0,2018
Mississippi,2,"Thompson, Bennie G.",D,158921,0.7178684518405088,1,2018
Mississippi,2,"Ray, Troy",IND,48104,0.2172925164536835,0,2018
Mississippi,2,"Harris, Irving",REF,14354,0.06483903170580768,0,2018
Mississippi,3,"Guest, Michael",R,160284,0.6230161969285306,1,2018
Mississippi,3,"Evans, Michael Ted",D,94461,0.36716536259430715,0,2018
Mississippi,3,"Holland, Matthew",REF,2526,0.009818440477162214,0,2018
Mississippi,4,"Palazzo, Steven",R,152633,0.6822135412010799,1,2018
Mississippi,4,"Anderson, Jeramey",D,68787,0.3074526665832335,0,2018
Mississippi,4,"Sheets, Lajena",REF,2312,0.010333792215686624,0,2018
Missouri,1,"Clay, Lacy",D,219781,0.801024145785877,1,2018
Missouri,1,"Vroman, Robert",R,45867,0.16716902050113897,0,2018
Missouri,1,"Cunningham, Robb",LIB,8727,0.03180683371298405,0,2018
Missouri,2,"Wagner, Ann",R,192477,0.5118170746624263,1,2018
Missouri,2,"VanOstran, Cort",D,177611,0.47228677944828834,0,2018
Missouri,2,"Kirk, Larry A.",LIB,4229,0.011245366504815644,0,2018
Missouri,2,"Arnold, David Justus",GRE,1740,0.004626847415081395,0,2018
Missouri,2,"Newhouse, Ken",W,9,2.3931969388352046e-5,0,2018
Missouri,3,"Luetkemeyer, Blaine",R,211243,0.6507633822949527,1,2018
Missouri,3,"Geppert, Katy",D,106589,0.32836220918769715,0,2018
Missouri,3,"Stolle, Donald V.",LIB,6776,0.020874408517350156,0,2018
Missouri,4,"Hartzler, Vicky",R,190138,0.6482360321291712,1,2018
Missouri,4,"Hoagenson, Renee",D,95968,0.32718296990276696,0,2018
Missouri,4,"Bliss, Mark",LIB,7210,0.02458099796806175,0,2018
Missouri,5,"Cleaver, Emanuel, II",D,175019,0.6167309759148651,1,2018
Missouri,5,"Turk, Jacob",R,101069,0.35614637842028296,0,2018
Missouri,5,"Howell, Alexander",LIB,4725,0.016649928643162958,0,2018
Missouri,5,"Copeland, Maurice",GRE,2091,0.0073682541360537025,0,2018
Missouri,5,"Fredland, E. C.",CON,876,0.0030868439135260848,0,2018
Missouri,5,"Marshall, Patrick E.",W,5,1.761897210916715e-5,0,2018
Missouri,6,"Graves, Sam",R,199796,0.6541915922582504,1,2018
Missouri,6,"Martin, Henry Robert",D,97660,0.319767917775835,0,2018
Missouri,6,"Hogan, Dan",LIB,7953,0.02604048996591456,0,2018
Missouri,7,"Long, Billy",R,196343,0.6623028790204247,1,2018
Missouri,7,"Schoolcraft, Jamie Daniel",D,89190,0.3008551044846604,0,2018
Missouri,7,"Brixey, Benjamin T.",LIB,10920,0.036835270108448163,0,2018
Missouri,7,"Deines, Shawn",W,2,6.746386466748748e-6,0,2018
Missouri,8,"Smith, Jason",R,194042,0.7338983884205311,1,2018
Missouri,8,"Ellis, Kathy",D,66151,0.2501938358314517,0,2018
Missouri,8,"Shell, Jonathan L.",LIB,4206,0.015907775748017203,0,2018
Montana,0,"Gianforte, Greg",R,256661,0.5088229871476405,1,2018
Montana,0,"Williams, Kathleen",D,233284,0.4624787627795036,0,2018
Montana,0,"Swanson, Elinor",LIB,14476,0.02869825007285581,0,2018
Nebraska,1,"Fortenberry, Jeff",R,141712,0.6035922838730562,1,2018
Nebraska,1,"McClure, Jessica",D,93069,0.3964077161269438,0,2018
Nebraska,2,"Bacon, Don",R,126715,0.5099502988107935,1,2018
Nebraska,2,"Eastman, Kara",D,121770,0.4900497011892066,0,2018
Nebraska,3,"Smith, Adrian",R,163650,0.7672148670442186,1,2018
Nebraska,3,"Theobald, Paul",D,49654,0.23278513295578143,0,2018
Nevada,1,"Titus, Dina",D,100707,0.6616710796906722,1,2018
Nevada,1,"Bentley, Joyce",R,46978,0.3086576303703655,0,2018
Nevada,1,"Garfield, Dan",IAP,2454,0.016123415746282874,0,2018
Nevada,1,"Strawder, Robert",LIB,2062,0.013547874192679417,0,2018
Nevada,2,"Amodei, Mark E.",R,167435,0.5823076682305234,1,2018
